,pickup_longitude,pickup_latitude,region
6757639,-73.95288848876953,40.81051254272461,0
11813140,-73.94393920898438,40.79560089111328,0
32700582,-73.95857238769531,40.81005096435546,0
711461,-73.93761444091797,40.79291915893555,0
1604594,-73.93608093261719,40.799442291259766,0
27780677,-73.94481658935547,40.79434585571289,0
22709462,-73.94483947753906,40.802921295166016,0
12795866,-73.95995330810547,40.81364822387695,0
32325999,-73.9627227783203,40.80974960327149,0
12540025,-73.93875122070312,40.80249786376953,0
6743445,-73.95733642578125,40.8120002746582,0
24458370,-73.94584655761719,40.792850494384766,0
32926593,-73.95574188232422,40.80398941040039,0
14989459,-73.95468902587889,40.80078887939453,0
24893951,-73.95372772216798,40.80656051635742,0
24505427,-73.94109344482422,40.81373977661133,0
23614169,-73.92723846435547,40.8112907409668,0
30023961,-73.95205688476561,40.79300308227539,0
30679588,-73.96464538574217,40.8072509765625,0
9468827,-73.95935821533203,40.80094909667969,0
5530079,-73.94165802001953,40.8095703125,0
30841941,-73.93724822998048,40.80420684814453,0
10926575,-73.94268798828125,40.811466217041016,0
32550517,-73.9378433227539,40.79703140258789,0
32132541,-73.94606018066406,40.808101654052734,0
17403232,-73.95811462402342,40.81548690795898,0
6094180,-73.95309448242188,40.807579040527344,0
21282097,-73.9622573852539,40.81040954589844,0
13893977,-73.95855712890625,40.80012130737305,0
28735294,-73.96186828613281,40.8110580444336,0
28625201,-73.93777465820312,40.81267929077149,0
21890534,-73.95599365234375,40.80379104614258,0
28562432,-73.93988800048828,40.794281005859375,0
21931431,-73.9477310180664,40.8095588684082,0
27900605,-73.94991302490233,40.79590606689453,0
3203801,-73.94854736328125,40.80342483520508,0
7069992,-73.94944763183594,40.80693817138672,0
10349758,-73.96250152587889,40.8117561340332,0
26136152,-73.94193267822266,40.79135513305664,0
3688616,-73.94925689697266,40.801856994628906,0
7406533,-73.95834350585938,40.81535339355469,0
16495956,-73.95878601074217,40.799652099609375,0
27759968,-73.9467544555664,40.80043029785156,0
25365088,-73.94158172607422,40.79874038696289,0
6354304,-73.9466323852539,40.80613708496094,0
10007308,-73.95488739013672,40.80022048950195,0
21843835,-73.95154571533203,40.79954528808594,0
18563939,-73.95831298828125,40.800872802734375,0
8498427,-73.94985961914062,40.797969818115234,0
990603,-73.96217346191406,40.80544662475586,0
17164458,-73.93515014648438,40.79629135131836,0
13144810,-73.95496368408203,40.80752182006836,0
10601064,-73.95249938964844,40.80086517333984,0
4365244,-73.95156860351561,40.79962158203125,0
18976130,-73.96494293212889,40.80701446533203,0
2439182,-73.96430969238281,40.80750274658203,0
7453609,-73.9601821899414,40.808231353759766,0
28551244,-73.96228790283203,40.81051635742188,0
3023056,-73.95248413085938,40.810672760009766,0
30589038,-73.95340728759764,40.806190490722656,0
31443664,-73.96486663818358,40.80688095092773,0
7266455,-73.94951629638672,40.796550750732415,0
29854804,-73.96389007568358,40.80824279785156,0
30390620,-73.93638610839844,40.7988739013672,0
32547163,-73.96229553222656,40.8099479675293,0
246786,-73.95783233642578,40.81131362915039,0
5596931,-73.93497467041014,40.80099868774414,0
33002220,-73.95943450927734,40.80938720703125,0
14329735,-73.9411849975586,40.79241943359375,0
22522445,-73.95472717285155,40.80546188354492,0
22790138,-73.93781280517578,40.81246948242188,0
14009322,-73.94091796875,40.80821228027344,0
12146945,-73.93482971191406,40.80130386352539,0
6593219,-73.9389419555664,40.80514907836913,0
14452702,-73.96234130859375,40.81037521362305,0
16657370,-73.93744659423827,40.80447006225586,0
12413696,-73.9495391845703,40.796348571777344,0
23990425,-73.95733642578125,40.80181884765625,0
26645138,-73.94451904296875,40.80615997314453,0
7497598,-73.95391082763672,40.80630874633789,0
21541764,-73.93734741210938,40.80456161499024,0
65752,-73.94991302490233,40.80197143554688,0
1955998,-73.95390319824217,40.80144119262695,0
15216882,-73.94798278808595,40.79852294921875,0
9628048,-73.962890625,40.80440139770508,0
10920358,-73.94641876220702,40.80662536621094,0
24727172,-73.94463348388672,40.79150390625,0
15824703,-73.96231079101561,40.80497741699219,0
32341739,-73.94718170166014,40.801902770996094,0
5402607,-73.96412658691406,40.807929992675774,0
30203918,-73.95582580566406,40.803855895996094,0
27199631,-73.9588165283203,40.81627655029297,0
26936298,-73.96116638183594,40.80634689331056,0
15409205,-73.94860076904298,40.808868408203125,0
28043291,-73.94570922851561,40.801979064941406,0
28477465,-73.94747924804686,40.81514358520508,0
20269036,-73.96114349365233,40.80681991577149,0
16768975,-73.9445571899414,40.79458999633789,0
31557999,-73.93775177001953,40.79718017578125,0
10783707,-73.95844268798828,40.81578826904297,0
21268541,-73.9580078125,40.81536865234375,0
7505812,-73.96478271484375,40.80698013305664,0
12391874,-73.9627685546875,40.8114013671875,0
13793839,-73.9532470703125,40.804420471191406,0
21113782,-73.95880889892578,40.8006706237793,0
25911591,-73.95628356933594,40.80317306518555,0
15526985,-73.95851135253906,40.80015563964844,0
14790140,-73.95421600341797,40.805782318115234,0
4302965,-73.93936157226561,40.80508804321289,0
15354796,-73.96241760253906,40.8047981262207,0
24328550,-73.94011688232422,40.80059051513672,0
8283797,-73.96119689941406,40.81209945678711,0
9351675,-73.94390106201173,40.79539108276367,0
16481306,-73.95652770996092,40.812942504882805,0
18941764,-73.9408187866211,40.814266204833984,0
18924381,-73.94120025634764,40.799102783203125,0
14119177,-73.95680236816406,40.802349090576165,0
13614868,-73.94991302490233,40.80210876464844,0
22776132,-73.94773864746092,40.80957412719727,0
463217,-73.9358139038086,40.79972839355469,0
7320644,-73.94287872314453,40.79705047607422,0
18071075,-73.9372787475586,40.81014251708984,0
20092164,-73.94010162353516,40.79778671264648,0
21990343,-73.95276641845702,40.810646057128906,0
2798638,-73.9591293334961,40.814849853515625,0
25059074,-73.9364013671875,40.79896545410156,0
24315503,-73.96221923828125,40.80530548095703,0
30889558,-73.93775939941406,40.79724884033203,0
11131045,-73.93816375732422,40.79231643676758,0
26149100,-73.96226501464845,40.805625915527344,0
8070789,-73.95721435546875,40.802040100097656,0
24895880,-73.95468902587889,40.8000602722168,0
6586106,-73.95873260498048,40.79988098144531,0
18820816,-73.94396209716798,40.7955322265625,0
22892959,-73.96243286132812,40.810306549072266,0
26101089,-73.94384765625,40.8101692199707,0
30929299,-73.95738220214845,40.80408477783203,0
30414678,-73.94348907470702,40.796180725097656,0
1784778,-73.94268035888672,40.81180953979492,0
6817495,-73.93191528320312,40.79693222045898,0
7077636,-73.95458221435547,40.81581115722656,0
4549988,-73.95438385009764,40.8052864074707,0
26239633,-73.96459197998048,40.80717086791992,0
2482522,-73.9602813720703,40.813209533691406,0
10799012,-73.94081115722656,40.79280090332031,0
14703244,-73.95886993408203,40.80950927734375,0
31690691,-73.95812225341797,40.810840606689446,0
12443840,-73.95033264160156,40.806636810302734,0
27603496,-73.93418121337889,40.802982330322266,0
21506972,-73.95066833496092,40.80586624145508,0
10568688,-73.96495056152342,40.80679702758789,0
12790679,-73.93846130371094,40.80564880371094,0
15174882,-73.94051361083984,40.80572128295898,0
24145052,-73.9320297241211,40.80107879638672,0
27483269,-73.95726776123048,40.80447769165039,0
25312523,-73.95909118652342,40.8095588684082,0
28417475,-73.96185302734375,40.80562973022461,0
6517236,-73.92860412597656,40.80734634399414,0
24193593,-73.95088958740233,40.805084228515625,0
28834681,-73.9544448852539,40.80583572387695,0
7673895,-73.9388656616211,40.80499267578125,0
3895938,-73.94203186035155,40.79801940917969,0
18343036,-73.940673828125,40.79999542236328,0
3710641,-73.93901062011719,40.80224609375,0
16724101,-73.95551300048828,40.80438232421875,0
23591657,-73.95925903320312,40.809226989746094,0
2314581,-73.94864654541014,40.809036254882805,0
13975338,-73.95801544189453,40.806011199951165,0
26398853,-73.93372344970702,40.80263137817384,0
2645520,-73.95993041992188,40.8155517578125,0
24206775,-73.94873046875,40.79768753051758,0
19771140,-73.96211242675781,40.80535888671875,0
14721823,-73.96466064453125,40.80718612670898,0
9505948,-73.9459686279297,40.792728424072266,0
26926338,-73.92745971679686,40.804248809814446,0
23127581,-73.96160888671875,40.81132125854492,0
19919755,-73.95890045166014,40.80916976928711,0
17533665,-73.96092224121092,40.8022689819336,0
18091287,-73.93907165527342,40.80499649047852,0
9822253,-73.96054840087889,40.80358123779297,0
28137923,-73.94804382324217,40.798641204833984,0
4992701,-73.94585418701173,40.807910919189446,0
30349943,-73.95875549316406,40.80016326904297,0
15290368,-73.93915557861328,40.80528259277344,0
21953803,-73.94969940185547,40.812198638916016,0
154273,-73.95602416992188,40.80359649658203,0
18447366,-73.96592712402342,40.80856704711913,0
24526491,-73.95175933837889,40.80456161499024,0
26027863,-73.9466781616211,40.80047225952149,0
13838975,-73.9641876220703,40.80791473388672,0
3018723,-73.94671630859375,40.80044174194336,0
10196369,-73.9549331665039,40.805130004882805,0
24761417,-73.9383087158203,40.805130004882805,0
25882570,-73.94084167480467,40.80842590332031,0
30556458,-73.9444808959961,40.79165649414063,0
5321195,-73.95877075195312,40.80176162719727,0
30642366,-73.93734741210938,40.80421829223633,0
8988868,-73.96278381347656,40.80913925170898,0
30939155,-73.9413070678711,40.79222869873047,0
24107514,-73.94450378417967,40.79473114013672,0
806112,-73.96177673339844,40.80537796020508,0
8926557,-73.96005249023438,40.80134582519531,0
21245327,-73.94178009033203,40.7984504699707,0
9320575,-73.93892669677734,40.81108856201172,0
23699734,-73.94200897216798,40.79534149169922,0
2795341,-73.96173095703125,40.80538177490234,0
30562561,-73.94788360595702,40.79881286621094,0
12571938,-73.95789337158203,40.801055908203125,0
2593290,-73.9615936279297,40.81142425537109,0
17433638,-73.93885803222656,40.79731369018555,0
32501944,-73.93851470947266,40.79925155639648,0
21061784,-73.95519256591797,40.80438995361328,0
10819644,-73.93386840820312,40.80233001708984,0
21155184,-73.9534912109375,40.80709838867188,0
2690659,-73.94728088378906,40.808738708496094,0
31803284,-73.94561767578125,40.807861328125,0
29609421,-73.96235656738281,40.8048210144043,0
2427033,-73.94573211669923,40.79296112060546,0
33025610,-73.96328735351561,40.80891036987305,0
26616575,-73.94358825683594,40.7960205078125,0
23724954,-73.93636322021484,40.79892349243164,0
31321230,-73.96136474609375,40.81317138671875,0
7884645,-73.96105194091797,40.80191040039063,0
20645166,-73.95390319824217,40.80656051635742,0
16645322,-73.95372772216798,40.80678176879882,0
18337142,-73.961669921875,40.80580139160156,0
27788557,-73.96509552001953,40.80672073364258,0
19566150,-73.95982360839844,40.80839157104492,0
11452640,-73.95558166503906,40.80433654785156,0
14033975,-73.93881225585938,40.802391052246094,0
27542388,-73.9623031616211,40.81182098388672,0
12304648,-73.96479797363281,40.80691146850586,0
7994123,-73.94371032714845,40.79565048217773,0
22007241,-73.95070648193358,40.80245590209961,0
13120448,-73.94505310058594,40.793960571289055,0
30235773,-73.9477310180664,40.80535125732422,0
21755017,-73.95812225341797,40.81539916992188,0
16510513,-73.95175170898438,40.79957962036133,0
27716002,-73.96106719970702,40.806617736816406,0
5095283,-73.94654846191406,40.791778564453125,0
17678421,-73.951171875,40.81022644042969,0
22832060,-73.95232391357422,40.792510986328125,0
10950636,-73.93892669677734,40.80521011352539,0
23993635,-73.95706939697266,40.802051544189446,0
28362937,-73.95166015625,40.80962753295898,0
1789377,-73.95069885253906,40.7949104309082,0
26092696,-73.9631118774414,40.80582427978516,0
15581615,-73.93699645996092,40.80252456665039,0
1062324,-73.94166564941406,40.7987060546875,0
20785268,-73.95696258544923,40.80173873901367,0
30475676,-73.93743896484375,40.80851745605469,0
5886173,-73.93934631347656,40.80509948730469,0
14759949,-73.95123291015625,40.80527114868164,0
14065413,-73.94473266601561,40.79156112670898,0
10707992,-73.94436645507811,40.79489135742188,0
6962424,-73.93885040283203,40.802070617675774,0
28401721,-73.95938873291014,40.814163208007805,0
19933002,-73.95770263671875,40.81486892700195,0
18947820,-73.93933868408203,40.81057357788086,0
18687467,-73.94786834716798,40.80316162109375,0
21498698,-73.94841766357422,40.801490783691406,0
19593615,-73.93498229980467,40.79669570922852,0
20070451,-73.95105743408203,40.802207946777344,0
12051905,-73.9713363647461,40.75117874145508,1
1499224,-73.97758483886719,40.75038146972656,1
20054469,-73.97503662109375,40.741580963134766,1
21115298,-73.97547149658203,40.75138092041016,1
15272929,-73.97634887695312,40.748584747314446,1
28954121,-73.97671508789062,40.75143432617188,1
7754610,-73.97396850585938,40.747352600097656,1
12864174,-73.98065948486328,40.746440887451165,1
31832022,-73.97518920898438,40.75250244140625,1
17369528,-73.97614288330078,40.752235412597656,1
1692140,-73.97516632080078,40.75259780883789,1
4019491,-73.975830078125,40.749732971191406,1
9136313,-73.9767837524414,40.75056076049805,1
22173128,-73.97477722167967,40.75299072265625,1
15049941,-73.98063659667967,40.74225997924805,1
2489202,-73.97908020019531,40.7443733215332,1
9132538,-73.97216796875,40.74964141845703,1
24650690,-73.97543334960938,40.752300262451165,1
7119761,-73.97756195068358,40.74647903442384,1
1279719,-73.97476196289062,40.742130279541016,1
25942898,-73.97596740722656,40.74496841430664,1
32174824,-73.97908020019531,40.74431228637695,1
14041952,-73.98209381103516,40.74331665039063,1
29599345,-73.97390747070312,40.75082778930664,1
6060328,-73.97450256347656,40.75038909912109,1
23982032,-73.97547149658203,40.75184631347656,1
2421374,-73.98088836669923,40.74453353881836,1
3432713,-73.9745864868164,40.74190902709961,1
4940649,-73.97676849365233,40.74798583984375,1
10077634,-73.97747802734375,40.74626541137695,1
24082938,-73.98049163818358,40.74246597290039,1
32967022,-73.97350311279298,40.74726104736328,1
12883530,-73.9771957397461,40.743022918701165,1
9335113,-73.9789047241211,40.75005722045898,1
32034619,-73.97528076171875,40.753028869628906,1
20908924,-73.97879028320312,40.7477912902832,1
31771875,-73.97685241699219,40.74334335327149,1
11521581,-73.9824676513672,40.74277114868164,1
3928020,-73.97920989990233,40.74472427368164,1
449131,-73.97245788574217,40.74517059326172,1
8962045,-73.97468566894531,40.74632263183594,1
13956826,-73.97572326660156,40.75197982788086,1
21362846,-73.97763061523438,40.74634552001953,1
26716889,-73.97293853759764,40.75239181518555,1
15024036,-73.95757293701173,40.74513626098633,1
10725586,-73.97689056396483,40.75183868408203,1
9536048,-73.97120666503906,40.74705123901367,1
11717324,-73.98178100585938,40.74403381347656,1
29114938,-73.9752426147461,40.75035858154297,1
30235181,-73.97998809814453,40.745582580566406,1
30935235,-73.97464752197266,40.75339889526367,1
9976787,-73.97098541259764,40.75175094604492,1
7835619,-73.96824645996092,40.75092315673828,1
12279564,-73.97055053710938,40.751628875732415,1
2993958,-73.97190856933594,40.74590301513672,1
23462549,-73.97636413574217,40.75069808959961,1
31429808,-73.97511291503906,40.75302505493164,1
23447373,-73.97732543945312,40.74936676025391,1
29354681,-73.97412872314453,40.75190353393555,1
13189347,-73.97736358642578,40.75213623046875,1
16806427,-73.98042297363281,40.7426986694336,1
16893670,-73.97547149658203,40.748889923095696,1
5818948,-73.9801025390625,40.7432098388672,1
17850357,-73.97150421142578,40.74657440185546,1
22004524,-73.97798156738281,40.74208831787109,1
27437259,-73.97798919677734,40.74208831787109,1
8901638,-73.97488403320312,40.74207305908203,1
11732578,-73.97795867919923,40.74867248535156,1
22978196,-73.97765350341797,40.74647521972656,1
23498992,-73.97856903076173,40.744964599609375,1
33191485,-73.97628784179686,40.74800491333008,1
21154887,-73.98130798339844,40.74210739135742,1
17653536,-73.95738983154298,40.744731903076165,1
28364638,-73.98255157470702,40.74354553222656,1
32228145,-73.9836196899414,40.74351501464844,1
29482712,-73.97655487060547,40.74404144287109,1
22694323,-73.97582244873048,40.74466323852539,1
14236409,-73.97772979736328,40.74557113647461,1
33098186,-73.9755630493164,40.752395629882805,1
2995916,-73.98011016845702,40.74590301513672,1
28995905,-73.97627258300781,40.74430847167969,1
21881112,-73.98271942138672,40.74240112304688,1
16365450,-73.97338104248048,40.7437744140625,1
4377552,-73.97509002685547,40.75257110595703,1
18606732,-73.9736328125,40.74850082397461,1
30839646,-73.97523498535155,40.752140045166016,1
17551932,-73.9705581665039,40.75194549560546,1
5814750,-73.97830963134764,40.7449607849121,1
3102128,-73.98204040527344,40.74346923828125,1
21792135,-73.97464752197266,40.742000579833984,1
29760447,-73.97377014160156,40.75123977661133,1
7550010,-73.98124694824217,40.744441986083984,1
20997654,-73.97415924072266,40.74739456176758,1
25337638,-73.97767639160156,40.7503776550293,1
5086042,-73.98139953613281,40.74675750732422,1
6560305,-73.97666931152342,40.750396728515625,1
3484776,-73.97126007080078,40.74932098388672,1
1423389,-73.9749755859375,40.74161911010742,1
16249716,-73.9734878540039,40.74398040771485,1
13651089,-73.97373199462889,40.7480354309082,1
14654019,-73.97649383544923,40.750049591064446,1
3596835,-73.97291564941406,40.750686645507805,1
20016367,-73.97628784179686,40.75141525268555,1
12518727,-73.97380065917967,40.7515754699707,1
9283942,-73.97554016113281,40.7524299621582,1
15774826,-73.97496032714845,40.74946975708008,1
17998236,-73.98023223876953,40.74796676635742,1
7331841,-73.97435760498048,40.74716567993164,1
